Indexcd,Trddt,Clsindex,Retindex
300,2008/4/7,3845.822,0.053448
300,2008/4/8,3891.059,0.011763
300,2008/4/9,3688.125,-0.052154
300,2008/4/10,3754.715,0.018055
300,2008/4/11,3783.728,0.007727
300,2008/4/14,3536.327,-0.065386
300,2008/4/15,3583.299,0.013283
300,2008/4/16,3494.016,-0.024916
300,2008/4/17,3386.63,-0.030734
300,2008/4/18,3272.499,-0.0337
300,2008/4/21,3267.554,-0.001511
300,2008/4/22,3296.277,0.00879
300,2008/4/23,3453.727,0.047766
300,2008/4/24,3774.504,0.092879
300,2008/4/25,3803.07,0.007568
300,2008/4/28,3729.154,-0.019436
300,2008/4/29,3776.943,0.012815
300,2008/4/30,3959.119,0.048234
300,2008/5/5,4055.779,0.024415
300,2008/5/6,4010.888,-0.011068
300,2008/5/7,3821.319,-0.047264
300,2008/5/8,3925.041,0.027143
300,2008/5/9,3878.924,-0.011749
300,2008/5/12,3904.92,0.006702
300,2008/5/13,3851.687,-0.013632
300,2008/5/14,3975.782,0.032218
300,2008/5/15,3948.088,-0.006966
300,2008/5/16,3936.121,-0.003031
300,2008/5/19,3914.072,-0.005602
300,2008/5/20,3710.818,-0.051929
300,2008/5/21,3783.049,0.019465
300,2008/5/22,3711.444,-0.018928
300,2008/5/23,3675.147,-0.00978
300,2008/5/26,3559.217,-0.031544
300,2008/5/27,3576.197,0.004771
300,2008/5/28,3676.23,0.027972
300,2008/5/29,3580.868,-0.02594
300,2008/5/30,3611.33,0.008507
300,2008/6/2,3625.826,0.004014
300,2008/6/3,3614.111,-0.003231
300,2008/6/4,3546.916,-0.018592
300,2008/6/5,3512.138,-0.009805
300,2008/6/6,3489.502,-0.006445
300,2008/6/10,3206.562,-0.081083
300,2008/6/11,3140.299,-0.020665
300,2008/6/12,3084.633,-0.017726
300,2008/6/13,2979.117,-0.034207
300,2008/6/16,2952.242,-0.009021
300,2008/6/17,2842.676,-0.037113
300,2008/6/18,2991.273,0.052274
300,2008/6/19,2773.076,-0.072945
300,2008/6/20,2849.668,0.02762
300,2008/6/23,2789.941,-0.020959
300,2008/6/24,2851.915,0.022213
300,2008/6/25,2969.537,0.041243
300,2008/6/26,2980.907,0.003829
300,2008/6/27,2816.021,-0.055314
300,2008/6/30,2791.819,-0.008594
300,2008/7/1,2698.347,-0.033481
300,2008/7/2,2699.597,0.000463
300,2008/7/3,2760.612,0.022602
300,2008/7/4,2741.852,-0.006796
300,2008/7/7,2882.763,0.051393
300,2008/7/8,2901.841,0.006618
300,2008/7/9,3015.126,0.039039
300,2008/7/10,2973.728,-0.01373
300,2008/7/11,2953.498,-0.006803
300,2008/7/14,2975.874,0.007576
300,2008/7/15,2852.979,-0.041297
300,2008/7/16,2745.596,-0.037639
300,2008/7/17,2718.068,-0.010026
300,2008/7/18,2815.462,0.035832
300,2008/7/21,2911.051,0.033951
300,2008/7/22,2904.743,-0.002167
300,2008/7/23,2883.32,-0.007375
300,2008/7/24,2977.362,0.032616
300,2008/7/25,2939.202,-0.012817
300,2008/7/28,2960.851,0.007366
300,2008/7/29,2905.63,-0.01865
300,2008/7/30,2884.384,-0.007312
300,2008/7/31,2805.21,-0.027449
300,2008/8/1,2840.788,0.012683
300,2008/8/4,2773.15,-0.02381
300,2008/8/5,2703.079,-0.025268
300,2008/8/6,2721.693,0.006886
300,2008/8/7,2720.442,-0.00046
300,2008/8/8,2591.462,-0.047411
300,2008/8/11,2456.811,-0.051959
300,2008/8/12,2444.155,-0.005151
300,2008/8/13,2444.672,0.000212
300,2008/8/14,2443.512,-0.000475
300,2008/8/15,2447.615,0.001679
300,2008/8/18,2313.402,-0.054834
300,2008/8/19,2348.472,0.015159
300,2008/8/20,2532.94,0.078548
300,2008/8/21,2443.979,-0.035122
300,2008/8/22,2404.928,-0.015978
300,2008/8/25,2400.548,-0.001821
300,2008/8/26,2331.532,-0.02875
300,2008/8/27,2325.292,-0.002676
300,2008/8/28,2335.865,0.004547
300,2008/8/29,2391.64,0.023878
300,2008/9/1,2309.171,-0.034482
300,2008/9/2,2285.411,-0.010289
300,2008/9/3,2245.964,-0.01726
300,2008/9/4,2251.146,0.002307
300,2008/9/5,2183.432,-0.03008
300,2008/9/8,2126.518,-0.026066
300,2008/9/9,2139.145,0.005938
300,2008/9/10,2143.176,0.001884
300,2008/9/11,2072.126,-0.033152
300,2008/9/12,2077.846,0.00276
300,2008/9/16,2000.651,-0.037151
300,2008/9/17,1929.135,-0.035746
300,2008/9/18,1895.99,-0.017181
300,2008/9/19,2073.113,0.09342
300,2008/9/22,2207.614,0.064879
300,2008/9/23,2123.478,-0.038112
300,2008/9/24,2138.853,0.00724
300,2008/9/25,2223.532,0.039591
300,2008/9/26,2243.657,0.009051
300,2008/10/6,2128.696,-0.051238
300,2008/10/7,2102.448,-0.012331
300,2008/10/8,2022.881,-0.037845
300,2008/10/9,1995.297,-0.013636
300,2008/10/10,1906.96,-0.044273
300,2008/10/13,1985.486,0.041179
300,2008/10/14,1934.619,-0.025619
300,2008/10/15,1914.356,-0.010474
300,2008/10/16,1820.903,-0.048817
300,2008/10/17,1833.262,0.006787
300,2008/10/20,1896.733,0.034622
300,2008/10/21,1881.406,-0.008081
300,2008/10/22,1833.323,-0.025557
300,2008/10/23,1834.78,0.000795
300,2008/10/24,1781.598,-0.028985
300,2008/10/27,1654.671,-0.071243
300,2008/10/28,1705.82,0.030912
300,2008/10/29,1658.223,-0.027903
300,2008/10/30,1697.656,0.02378
300,2008/10/31,1663.66,-0.020025
300,2008/11/3,1653.542,-0.006082
300,2008/11/4,1627.759,-0.015593
300,2008/11/5,1691.42,0.03911
300,2008/11/6,1649.776,-0.024621
300,2008/11/7,1677.827,0.017003
300,2008/11/10,1801.665,0.073809
300,2008/11/11,1781.361,-0.01127
300,2008/11/12,1801.823,0.011487
300,2008/11/13,1874.082,0.040103
300,2008/11/14,1943.654,0.037123
300,2008/11/17,1987.225,0.022417
300,2008/11/18,1839.819,-0.074177
300,2008/11/19,1953.163,0.061606
300,2008/11/20,1932.428,-0.010616
300,2008/11/21,1920.735,-0.006051
300,2008/11/24,1837.642,-0.043261
300,2008/11/25,1834.294,-0.001822
300,2008/11/26,1843.495,0.005016
300,2008/11/27,1870.473,0.014634
300,2008/11/28,1829.924,-0.021678
300,2008/12/1,1864.205,0.018734
300,2008/12/2,1868.631,0.002374
300,2008/12/3,1952.668,0.044972
300,2008/12/4,1982.928,0.015497
300,2008/12/5,2013.175,0.015254
300,2008/12/8,2095.036,0.040663
300,2008/12/9,2040.847,-0.025865
300,2008/12/10,2096.393,0.027217
300,2008/12/11,2046.337,-0.023877
300,2008/12/12,1960.38,-0.042005
300,2008/12/15,1975.034,0.007475
300,2008/12/16,1994.45,0.009831
300,2008/12/17,2001.42,0.003495
300,2008/12/18,2045.102,0.021826
300,2008/12/19,2052.114,0.003429
300,2008/12/22,2017.549,-0.016844
300,2008/12/23,1918.955,-0.048868
300,2008/12/24,1887.075,-0.016613
300,2008/12/25,1870.765,-0.008643
300,2008/12/26,1862.096,-0.004634
300,2008/12/29,1854.757,-0.003941
300,2008/12/30,1833.435,-0.011496
300,2008/12/31,1817.722,-0.00857
300,2009/1/5,1882.959,0.035889
300,2009/1/6,1942.795,0.031778
300,2009/1/7,1931.178,-0.00598
300,2009/1/8,1887.991,-0.022363
300,2009/1/9,1918.365,0.016088
300,2009/1/12,1920.687,0.00121
300,2009/1/13,1876.185,-0.02317
300,2009/1/14,1955.244,0.042138
300,2009/1/15,1954.874,-0.000189
300,2009/1/16,1990.214,0.018078
300,2009/1/19,2012.465,0.01118
300,2009/1/20,2025.19,0.006323
300,2009/1/21,2021.71,-0.001718
300,2009/1/22,2044.551,0.011298
300,2009/1/23,2032.682,-0.005805
300,2009/2/2,2057.063,0.011994
300,2009/2/3,2108.91,0.025204
300,2009/2/4,2166.414,0.027267
300,2009/2/5,2150.971,-0.007128
300,2009/2/6,2237.28,0.040126
300,2009/2/9,2296.672,0.026547
300,2009/2/10,2326.755,0.013099
300,2009/2/11,2331.138,0.001884
300,2009/2/12,2318.343,-0.005489
300,2009/2/13,2399.065,0.034819
300,2009/2/16,2462.245,0.026335
300,2009/2/17,2385.293,-0.031253
300,2009/2/18,2275.843,-0.045885
300,2009/2/19,2298.412,0.009917
300,2009/2/20,2344.32,0.019974
300,2009/2/23,2410.481,0.028222
300,2009/2/24,2301.849,-0.045067
300,2009/2/25,2304.251,0.001044
300,2009/2/26,2190.185,-0.049502
300,2009/2/27,2140.489,-0.02269
300,2009/3/2,2164.666,0.011295
300,2009/3/3,2142.154,-0.0104
300,2009/3/4,2285.149,0.066753
300,2009/3/5,2304.919,0.008652
300,2009/3/6,2286.576,-0.007958
300,2009/3/9,2202.527,-0.036758
300,2009/3/10,2240.782,0.017369
300,2009/3/11,2220.38,-0.009105
300,2009/3/12,2215.7,-0.002108
300,2009/3/13,2205.422,-0.004639
300,2009/3/16,2241.614,0.01641
300,2009/3/17,2322.403,0.036041
300,2009/3/18,2332.652,0.004413
300,2009/3/19,2382.564,0.021397
300,2009/3/20,2379.838,-0.001144
300,2009/3/23,2439.395,0.025026
300,2009/3/24,2451.783,0.005078
300,2009/3/25,2401.327,-0.020579
300,2009/3/26,2479.789,0.032674
300,2009/3/27,2498.931,0.007719
300,2009/3/30,2484.487,-0.00578
300,2009/3/31,2507.789,0.009379
300,2009/4/1,2548.222,0.016123
300,2009/4/2,2576.4,0.011058
300,2009/4/3,2570.503,-0.002289
300,2009/4/7,2576.95,0.002508
300,2009/4/8,2479.348,-0.037875
300,2009/4/9,2517.669,0.015456
300,2009/4/10,2595.53,0.030926
300,2009/4/13,2656.518,0.023497
300,2009/4/14,2676.872,0.007662
300,2009/4/15,2686.99,0.00378
300,2009/4/16,2687.106,0.000043
300,2009/4/17,2650.691,-0.013552
300,2009/4/20,2707.667,0.021495
300,2009/4/21,2675.442,-0.011901
300,2009/4/22,2576.281,-0.037063
300,2009/4/23,2593.564,0.006709
300,2009/4/24,2572.888,-0.007972
300,2009/4/27,2513.292,-0.023163
300,2009/4/28,2518.531,0.002085
300,2009/4/29,2605.37,0.03448
300,2009/4/30,2622.926,0.006738
300,2009/5/4,2714.301,0.034837
300,2009/5/5,2727.014,0.004684
300,2009/5/6,2764.979,0.013922
300,2009/5/7,2767.076,0.000758
300,2009/5/8,2789.219,0.008002
300,2009/5/11,2725.316,-0.022911
300,2009/5/12,2788.562,0.023207
300,2009/5/13,2814.005,0.009124
300,2009/5/14,2792.597,-0.007608
300,2009/5/15,2796.116,0.00126
300,2009/5/18,2810.573,0.00517
300,2009/5/19,2840.084,0.0105
300,2009/5/20,2812.865,-0.009584
300,2009/5/21,2750.01,-0.022346
300,2009/5/22,2740.677,-0.003394
300,2009/5/25,2752.716,0.004393
300,2009/5/26,2719.764,-0.011971
300,2009/5/27,2753.084,0.012251
300,2009/6/1,2858.342,0.038233
300,2009/6/2,2865.099,0.002364
300,2009/6/3,2939.387,0.025929
300,2009/6/4,2953.751,0.004887
300,2009/6/5,2939.306,-0.00489
300,2009/6/8,2948.478,0.00312
300,2009/6/9,2960.556,0.004096
300,2009/6/10,2989.595,0.009809
300,2009/6/11,2961.629,-0.009354
300,2009/6/12,2906.286,-0.018687
300,2009/6/15,2966.192,0.020613
300,2009/6/16,2961.22,-0.001676
300,2009/6/17,3010.588,0.016672
300,2009/6/18,3057.428,0.015558
300,2009/6/19,3080.001,0.007383
300,2009/6/22,3082.563,0.000832
300,2009/6/23,3083.895,0.000432
300,2009/6/24,3120.73,0.011944
300,2009/6/25,3117.921,-0.0009
300,2009/6/26,3128.421,0.003368
300,2009/6/29,3179.972,0.016478
300,2009/6/30,3166.474,-0.004245
300,2009/7/1,3237.903,0.022558
300,2009/7/2,3282.359,0.01373
300,2009/7/3,3327.135,0.013641
300,2009/7/6,3374.753,0.014312
300,2009/7/7,3340.493,-0.010152
300,2009/7/8,3352.269,0.003525
300,2009/7/9,3396.304,0.013136
300,2009/7/10,3398.31,0.000591
300,2009/7/13,3361.011,-0.010976
300,2009/7/14,3454.753,0.027891
300,2009/7/15,3493.305,0.011159
300,2009/7/16,3501.24,0.002271
300,2009/7/17,3519.809,0.005304
300,2009/7/20,3591.123,0.020261
300,2009/7/21,3539.832,-0.014283
300,2009/7/22,3606.924,0.018953
300,2009/7/23,3651.969,0.012488
300,2009/7/24,3667.556,0.004268
300,2009/7/27,3743.626,0.020741
300,2009/7/28,3755.818,0.003257
300,2009/7/29,3558.508,-0.052534
300,2009/7/30,3634.818,0.021444
300,2009/7/31,3734.622,0.027458
300,2009/8/3,3787.033,0.014034
300,2009/8/4,3786.615,-0.00011
300,2009/8/5,3740.936,-0.012063
300,2009/8/6,3663.12,-0.020801
300,2009/8/7,3555.095,-0.02949
300,2009/8/10,3544.539,-0.002969
300,2009/8/11,3556.375,0.003339
300,2009/8/12,3397.4,-0.044701
300,2009/8/13,3440.82,0.01278
300,2009/8/14,3344.462,-0.028004
300,2009/8/17,3140.271,-0.061053
300,2009/8/18,3171.986,0.010099
300,2009/8/19,3014.568,-0.049628
300,2009/8/20,3144.39,0.043065
300,2009/8/21,3203.624,0.018838
300,2009/8/24,3229.6,0.008108
300,2009/8/25,3109.83,-0.037085
300,2009/8/26,3172.386,0.020116
300,2009/8/27,3156.301,-0.00507
300,2009/8/28,3046.781,-0.034699
300,2009/8/31,2830.271,-0.071062
300,2009/9/1,2843.7,0.004745
300,2009/9/2,2890.926,0.016607
300,2009/9/3,3051.964,0.055705
300,2009/9/4,3077.142,0.00825
300,2009/9/7,3104.208,0.008796
300,2009/9/8,3170.967,0.021506
300,2009/9/9,3194.909,0.00755
300,2009/9/10,3162.914,-0.010014
300,2009/9/11,3238.133,0.023782
300,2009/9/14,3293.394,0.017066
300,2009/9/15,3302.642,0.002808
300,2009/9/16,3258.236,-0.013446
300,2009/9/17,3320.096,0.018986
300,2009/9/18,3199.689,-0.036266
300,2009/9/21,3208.604,0.002786
300,2009/9/22,3131.026,-0.024178
300,2009/9/23,3060.069,-0.022663
300,2009/9/24,3080.926,0.006816
300,2009/9/25,3058.528,-0.00727
300,2009/9/28,2972.643,-0.028081
300,2009/9/29,2972.286,-0.00012
300,2009/9/30,3004.805,0.010941
300,2009/10/9,3163.708,0.052883
300,2009/10/12,3151.632,-0.003817
300,2009/10/13,3198.517,0.014876
300,2009/10/14,3227.399,0.00903
300,2009/10/15,3239.643,0.003794
300,2009/10/16,3241.709,0.000638
300,2009/10/19,3329.158,0.026976
300,2009/10/20,3377.574,0.014543
300,2009/10/21,3369.285,-0.002454
300,2009/10/22,3347.32,-0.006519
300,2009/10/23,3413.252,0.019697
300,2009/10/26,3414.239,0.000289
300,2009/10/27,3314.722,-0.029148
300,2009/10/28,3329.327,0.004406
300,2009/10/29,3247.051,-0.024713
300,2009/10/30,3280.372,0.010262
300,2009/11/2,3392.803,0.034274
300,2009/11/3,3435.425,0.012562
300,2009/11/4,3453.888,0.005374
300,2009/11/5,3464.318,0.00302
300,2009/11/6,3483.021,0.005399
300,2009/11/9,3495.788,0.003665
300,2009/11/10,3503.776,0.002285
300,2009/11/11,3495.674,-0.002312
300,2009/11/12,3499.992,0.001235
300,2009/11/13,3518.722,0.005351
300,2009/11/16,3625.798,0.03043
300,2009/11/17,3628.354,0.000705
300,2009/11/18,3630.229,0.000517
300,2009/11/19,3642.437,0.003363
300,2009/11/20,3631.013,-0.003136
300,2009/11/23,3665.509,0.0095
300,2009/11/24,3548.08,-0.032036
300,2009/11/25,3629.629,0.022984
300,2009/11/26,3485.773,-0.039634
300,2009/11/27,3382.51,-0.029624
300,2009/11/30,3511.669,0.038184
300,2009/12/1,3560.831,0.014
300,2009/12/2,3597.329,0.01025
300,2009/12/3,3590.876,-0.001794
300,2009/12/4,3643.491,0.014652
300,2009/12/7,3668.832,0.006955
300,2009/12/8,3624.019,-0.012215
300,2009/12/9,3554.478,-0.019189
300,2009/12/10,3577.237,0.006403
300,2009/12/11,3575.02,-0.00062
300,2009/12/14,3612.753,0.010555
300,2009/12/15,3583.341,-0.008141
300,2009/12/16,3560.723,-0.006312
300,2009/12/17,3480.153,-0.022627
300,2009/12/18,3391.735,-0.025406
300,2009/12/21,3396.622,0.001441
300,2009/12/22,3305.543,-0.026815
300,2009/12/23,3336.48,0.009359
300,2009/12/24,3438.817,0.030672
300,2009/12/25,3424.783,-0.004081
300,2009/12/28,3478.433,0.015665
300,2009/12/29,3500.737,0.006412
300,2009/12/30,3558.857,0.016602
300,2009/12/31,3575.684,0.004728
300,2010/1/4,3535.229,-0.011314
300,2010/1/5,3564.038,0.008149
300,2010/1/6,3541.727,-0.00626
300,2010/1/7,3471.456,-0.019841
300,2010/1/8,3480.13,0.002499
300,2010/1/11,3482.052,0.000552
300,2010/1/12,3534.916,0.015182
300,2010/1/13,3421.144,-0.032185
300,2010/1/14,3469.051,0.014003
300,2010/1/15,3482.738,0.003945
300,2010/1/18,3500.684,0.005153
300,2010/1/19,3507.482,0.001942
300,2010/1/20,3394.434,-0.032231
300,2010/1/21,3408.574,0.004166
300,2010/1/22,3366.197,-0.012432
300,2010/1/25,3328.014,-0.011343
300,2010/1/26,3242.797,-0.025606
300,2010/1/27,3198.566,-0.01364
300,2010/1/28,3206.57,0.002502
300,2010/1/29,3204.155,-0.000753
300,2010/2/1,3152.707,-0.016057
300,2010/2/2,3146.189,-0.002067
300,2010/2/3,3230.715,0.026866
300,2010/2/4,3218.802,-0.003687
300,2010/2/5,3153.087,-0.020416
300,2010/2/8,3150.988,-0.000666
300,2010/2/9,3169.19,0.005777
300,2010/2/10,3214.13,0.01418
300,2010/2/11,3220.398,0.00195
300,2010/2/12,3251.278,0.009589
300,2010/2/22,3233.345,-0.005516
300,2010/2/23,3198.634,-0.010735
300,2010/2/24,3244.483,0.014334
300,2010/2/25,3292.128,0.014685
300,2010/2/26,3281.666,-0.003178
300,2010/3/1,3324.423,0.013029
300,2010/3/2,3311.236,-0.003967
300,2010/3/3,3335.081,0.007201
300,2010/3/4,3250.573,-0.025339
300,2010/3/5,3259.764,0.002828
300,2010/3/8,3286.178,0.008103
300,2010/3/9,3305.863,0.00599
300,2010/3/10,3279.694,-0.007916
300,2010/3/11,3276.705,-0.000911
300,2010/3/12,3233.126,-0.0133
300,2010/3/15,3183.183,-0.015447
300,2010/3/16,3203.971,0.006531
300,2010/3/17,3273.916,0.021831
300,2010/3/18,3267.555,-0.001943
300,2010/3/19,3293.871,0.008054
300,2010/3/22,3302.628,0.002659
300,2010/3/23,3275.573,-0.008192
300,2010/3/24,3276.669,0.000335
300,2010/3/25,3229.128,-0.014509
300,2010/3/26,3275.002,0.014206
300,2010/3/29,3358.54,0.025508
300,2010/3/30,3366.708,0.002432
300,2010/3/31,3345.607,-0.006268
300,2010/4/1,3391.935,0.013847
300,2010/4/2,3407.346,0.004543
300,2010/4/6,3405.145,-0.000646
300,2010/4/7,3386.949,-0.005344
300,2010/4/8,3346.744,-0.011871
300,2010/4/9,3379.17,0.009689
300,2010/4/12,3351.478,-0.008195
300,2010/4/13,3391.716,0.012006
300,2010/4/14,3403.707,0.003535
300,2010/4/15,3394.574,-0.002683
300,2010/4/16,3356.332,-0.011266
300,2010/4/19,3176.423,-0.053603
300,2010/4/20,3173.374,-0.00096
300,2010/4/21,3236.679,0.019949
300,2010/4/22,3201.541,-0.010856
300,2010/4/23,3190.003,-0.003604
300,2010/4/26,3171.997,-0.005645
300,2010/4/27,3108.409,-0.020047
300,2010/4/28,3097.353,-0.003557
300,2010/4/29,3060.064,-0.012039
300,2010/4/30,3067.365,0.002386
300,2010/5/4,3019.449,-0.015621
300,2010/5/5,3036.394,0.005612
300,2010/5/6,2896.856,-0.045955
300,2010/5/7,2836.789,-0.020735
300,2010/5/10,2858.233,0.007559
300,2010/5/11,2800.817,-0.020088
300,2010/5/12,2818.16,0.006192
300,2010/5/13,2886.911,0.024396
300,2010/5/14,2868.023,-0.006543
300,2010/5/17,2714.715,-0.053454
300,2010/5/18,2771.348,0.020861
300,2010/5/19,2762.174,-0.00331
300,2010/5/20,2726.022,-0.013088
300,2010/5/21,2768.791,0.015689
300,2010/5/24,2873.469,0.037806
300,2010/5/25,2813.943,-0.020716
300,2010/5/26,2813.944,0
300,2010/5/27,2859.979,0.01636
300,2010/5/28,2850.302,-0.003384
300,2010/5/31,2773.264,-0.027028
300,2010/6/1,2744.162,-0.010494
300,2010/6/2,2757.527,0.00487
300,2010/6/3,2736.076,-0.007779
300,2010/6/4,2744.391,0.003039
300,2010/6/7,2695.715,-0.017737
300,2010/6/8,2699.336,0.001343
300,2010/6/9,2782.133,0.030673
300,2010/6/10,2750.023,-0.011542
300,2010/6/11,2758.866,0.003216
300,2010/6/17,2742.733,-0.005848
300,2010/6/18,2696.166,-0.016978
300,2010/6/21,2780.663,0.03134
300,2010/6/22,2783.72,0.001099
300,2010/6/23,2758.495,-0.009062
300,2010/6/24,2757.498,-0.000361
300,2010/6/25,2736.287,-0.007692
300,2010/6/28,2716.777,-0.00713
300,2010/6/29,2592.019,-0.045921
300,2010/6/30,2563.07,-0.011169
300,2010/7/1,2526.071,-0.014435
300,2010/7/2,2534.105,0.00318
300,2010/7/5,2512.651,-0.008466
300,2010/7/6,2562.902,0.019999
300,2010/7/7,2580.477,0.006857
300,2010/7/8,2575.921,-0.001766
300,2010/7/9,2647.104,0.027634
300,2010/7/12,2676.218,0.010998
300,2010/7/13,2634.593,-0.015554
300,2010/7/14,2653.609,0.007218
300,2010/7/15,2608.519,-0.016992
300,2010/7/16,2616.128,0.002917
300,2010/7/19,2682.472,0.02536
300,2010/7/20,2741.503,0.022006
300,2010/7/21,2747.335,0.002127
300,2010/7/22,2781.286,0.012358
300,2010/7/23,2793.076,0.004239
300,2010/7/26,2811.055,0.006437
300,2010/7/27,2795.724,-0.005454
300,2010/7/28,2863.724,0.024323
300,2010/7/29,2877.976,0.004977
300,2010/7/30,2868.846,-0.003172
300,2010/8/2,2917.275,0.016881
300,2010/8/3,2865.971,-0.017586
300,2010/8/4,2876.434,0.003651
300,2010/8/5,2850.829,-0.008902
300,2010/8/6,2897.659,0.016427
300,2010/8/9,2918.241,0.007103
300,2010/8/10,2832.638,-0.029334
300,2010/8/11,2850.211,0.006204
300,2010/8/12,2816.386,-0.011868
300,2010/8/13,2855.547,0.013905
300,2010/8/16,2922.083,0.023301
300,2010/8/17,2942.291,0.006916
300,2010/8/18,2937.362,-0.001675
300,2010/8/19,2955.395,0.006139
300,2010/8/20,2898.333,-0.019308
300,2010/8/23,2896.192,-0.000739
300,2010/8/24,2911.827,0.005398
300,2010/8/25,2843.023,-0.023629
300,2010/8/26,2850.093,0.002487
300,2010/8/27,2858.566,0.002973
300,2010/8/30,2915.01,0.019746
300,2010/8/31,2903.188,-0.004056
300,2010/9/1,2884.042,-0.006595
300,2010/9/2,2921.393,0.012951
300,2010/9/3,2920.205,-0.000407
300,2010/9/6,2975.09,0.018795
300,2010/9/7,2983.108,0.002695
300,2010/9/8,2980.967,-0.000718
300,2010/9/9,2926.46,-0.018285
300,2010/9/10,2932.554,0.002082
300,2010/9/13,2962.319,0.01015
300,2010/9/14,2965.009,0.000908
300,2010/9/15,2913.194,-0.017475
300,2010/9/16,2857.789,-0.019019
300,2010/9/17,2861.369,0.001253
300,2010/9/20,2849.828,-0.004033
300,2010/9/21,2857.476,0.002684
300,2010/9/27,2905.029,0.016642
300,2010/9/28,2880.907,-0.008304
300,2010/9/29,2874.812,-0.002116
300,2010/9/30,2935.574,0.021136
300,2010/10/8,3044.233,0.037015
300,2010/10/11,3132.895,0.029125
300,2010/10/12,3172.726,0.012714
300,2010/10/13,3217.577,0.014136
300,2010/10/14,3224.14,0.00204
300,2010/10/15,3327.683,0.032115
300,2010/10/18,3306.16,-0.006468
300,2010/10/19,3375.674,0.021026
300,2010/10/20,3396.879,0.006282
300,2010/10/21,3374.685,-0.006534
300,2010/10/22,3378.655,0.001176
300,2010/10/25,3481.081,0.030316
300,2010/10/26,3466.084,-0.004308
300,2010/10/27,3403.872,-0.017949
300,2010/10/28,3397.692,-0.001816
300,2010/10/29,3379.983,-0.005212
300,2010/11/1,3472.995,0.027518
300,2010/11/2,3463.131,0.0246
300,2010/11/3,3420.341,-0.012356
300,2010/11/4,3480.505,0.01759
300,2010/11/5,3520.798,0.011577
300,2010/11/8,3548.566,0.007887
300,2010/11/9,3523.954,-0.006936
300,2010/11/10,3499.111,-0.00705
300,2010/11/11,3509.975,0.003105
300,2010/11/12,3291.833,-0.062149
300,2010/11/15,3314.893,0.007005
300,2010/11/16,3169.538,-0.043849
300,2010/11/17,3103.906,-0.020707
300,2010/11/18,3147.962,0.014194
300,2010/11/19,3178.846,0.009811
300,2010/11/22,3171.941,-0.002172
300,2010/11/23,3107.176,-0.020418
300,2010/11/24,3177.043,0.022486
300,2010/11/25,3223.484,0.014618
300,2010/11/26,3194.853,-0.008882
300,2010/11/29,3190.05,-0.001503
300,2010/11/30,3136.985,-0.016635
300,2010/12/1,3136.024,-0.000306
300,2010/12/2,3155.059,0.00607
300,2010/12/3,3158.156,0.000982
300,2010/12/6,3165.57,0.002348
300,2010/12/7,3200.339,0.010983
300,2010/12/8,3171.882,-0.008892
300,2010/12/9,3123.366,-0.015296
300,2010/12/10,3161.977,0.012362
300,2010/12/13,3261.061,0.031336
300,2010/12/14,3269.474,0.00258
300,2010/12/15,3247.644,-0.006677
300,2010/12/16,3230.665,-0.005228
300,2010/12/17,3225.661,-0.001549
300,2010/12/20,3178.657,-0.014572
300,2010/12/21,3249.509,0.02229
300,2010/12/22,3215.453,-0.01048
300,2010/12/23,3188.607,-0.008349
300,2010/12/24,3162.955,-0.008045
300,2010/12/27,3099.709,-0.019996
300,2010/12/28,3044.931,-0.017672
300,2010/12/29,3061.83,0.00555
300,2010/12/30,3064.098,0.000741
300,2010/12/31,3128.261,0.02094
300,2011/1/4,3189.682,0.019634
300,2011/1/5,3175.662,-0.004395
300,2011/1/6,3159.643,-0.005044
300,2011/1/7,3166.624,0.002209
300,2011/1/10,3108.187,-0.018454
300,2011/1/11,3124.922,0.005384
300,2011/1/12,3142.337,0.005573
300,2011/1/13,3141.284,-0.000335
300,2011/1/14,3091.862,-0.015733
300,2011/1/17,2974.35,-0.038007
300,2011/1/18,2977.648,0.001109
300,2011/1/19,3044.851,0.022569
300,2011/1/20,2944.713,-0.032888
300,2011/1/21,2983.456,0.013157
300,2011/1/24,2954.232,-0.009795
300,2011/1/25,2938.654,-0.005273
300,2011/1/26,2978.431,0.013536
300,2011/1/27,3026.466,0.016128
300,2011/1/28,3036.735,0.003393
300,2011/1/31,3076.508,0.013097
300,2011/2/1,3077.283,0.000252
300,2011/2/9,3040.949,-0.011807
300,2011/2/10,3104.163,0.020788
300,2011/2/11,3120.956,0.00541
300,2011/2/14,3219.143,0.031461
300,2011/2/15,3217.671,-0.000457
300,2011/2/16,3248.527,0.00959
300,2011/2/17,3245.907,-0.000807
300,2011/2/18,3211.876,-0.010484
300,2011/2/21,3257.908,0.014332
300,2011/2/22,3163.578,-0.028954
300,2011/2/23,3174.742,0.003529
300,2011/2/24,3190.935,0.005101
300,2011/2/25,3197.617,0.002094
300,2011/2/28,3239.559,0.013117
300,2011/3/1,3254.893,0.004733
300,2011/3/2,3243.298,-0.003562
300,2011/3/3,3221.718,-0.006654
300,2011/3/4,3270.666,0.015193
300,2011/3/7,3334.51,0.01952
300,2011/3/8,3337.457,0.000884
300,2011/3/9,3338.858,0.00042
300,2011/3/10,3280.259,-0.017551
300,2011/3/11,3247.376,-0.010025
300,2011/3/14,3262.92,0.004787
300,2011/3/15,3203.961,-0.018069
300,2011/3/16,3248.195,0.013806
300,2011/3/17,3197.1,-0.01573
